"datePosted","description","baseSalary_minValue","baseSalary_maxValue","employmentType","industry","jobLocationType","applicantLocationRequirements","title","image","occupationalCategory","workHours","validThrough","hiringOrganization_name","hiringOrganization_url","hiringOrganization_logo","directApply","data_slug","data_url","data_company","data_id","data_search","tags","skills","jobBenefits","applyLink"
"2024-07-04T18:55:12+00:00","

Purpose of the job:

As the Head of OTC at VALR, your mission is to oversee and enhance our global Over-the-Counter (OTC) trading operations. Drawing on your extensive experience in OTC management, you will start operations for a new on-balance sheet OTC line of business. You will assist with growing the book, collaborating with internal teams to ensure operational excellence and drive profitable trading activity.  Additionally, your role will involve setting up and optimising technology to establish a world-class, scalable, and reliable OTC system.  This role will involve helping to optimise our existing trade flow by taking on calculated balance sheet exposure to enhance volumes, revenue, and customer experience.

What will you be doing:


Lead Global OTC Operations:



Oversee end-to-end OTC trading operations globally, ensuring efficiency and adherence to best practices.

Build and lead a high-performing OTC team, providing guidance, mentorship, and fostering a
 Apply now and work remotely at VALR",50000,120000,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Fully Head of OTC",,"Fully Head of OTC","Flexible","2024-10-02T18:55:12+00:00","VALR","https://remoteok.com/valr",,"http://schema.org/False","remote-fully-head-of-otc-valr-833705","/remote-jobs/remote-fully-head-of-otc-valr-833705","VALR","833705","VALR Fully Head of OTC","[""Support"",""Growth"",""Manager"",""Financial"",""Admin"",""Management"",""Lead"",""Operations"",""Operational"",""Sales""]","[""Support"",""Growth"",""Manager"",""Financial"",""Admin"",""Management"",""Lead"",""Operations"",""Operational"",""Sales""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833705"
"2024-07-04T18:55:11+00:00","
About Aztec

At Aztec, our goal is to add privacy to Ethereum.

In the current public blockchain paradigm, users and entities unknowingly broadcast data in the public, compromising privacy and security to get trustlessness.

Not only are unencrypted blockchains inherently privacy-exposing, they require significant redundancy to compute and verify the legitimacy of transactions.

Implementing scalable encryption in a public blockchain paradigm requires cutting-edge math and engineering. Thankfully, our team of scientists and engineers invented Plonk, the industry-standard zkSNARK, and Noir, the universal language of zero knowledge.

Now, we’re building a first of its kind Layer 2 with private smart contracts. This requires new cryptographic primitives, a zero-knowledge DSL for writing contracts, a privacy-friendly execution environment, a carefully designed set of circuits that prove the validity of the chain to L1, a decentralized block-building and proving mechanism, and
 Apply now and work remotely at Aztec",70000,117500,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Decentralisation Product Manager",,"Decentralisation Product Manager","Flexible","2024-10-02T18:55:11+00:00","Aztec","https://remoteok.com/aztec",,"http://schema.org/False","remote-decentralisation-product-manager-aztec-833706","/remote-jobs/remote-decentralisation-product-manager-aztec-833706","Aztec","833706","Aztec Decentralisation Product Manager","[""Manager"",""Design"",""Ethereum"",""System"",""Security"",""Technical"",""Support"",""Developer"",""Travel"",""Fintech"",""Bank"",""Math"",""Node"",""Strategy"",""Marketing"",""Go"",""Engineering""]","[""Manager"",""Design"",""Ethereum"",""System"",""Security"",""Technical"",""Support"",""Developer"",""Travel"",""Fintech"",""Bank"",""Math"",""Node"",""Strategy"",""Marketing"",""Go"",""Engineering""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833706"
"2024-07-04T18:55:09+00:00","About
We’re building Omni: a platform allowing developers to deploy applications across all rollups without fragmenting liquidity. We’re looking for early team members to help us bring this ambitious vision to life.
We’re a team who already built a platform that processed over $70M leading to our $18M fundraise from top investors including Pantera, Two Sigma Ventures, Coinbase Ventures alongside angel investors including Stani Kulechov (founder of Aave), Sandeep Nailwal (cofounder of Polygon) and more. In addition to this our most recent testnet onboarded over 300,000 users in less than two months. We are growing rapidly and we need ambitious and experienced team members to join us to help scale Ethereum's future.
About the role:
Engineers who join the team in this role will be responsible for designing and implementing foundational components of the Omni stack. This involves working heavily with Golang, Tendermint, Eigenlayer, interoperability components, and off-chain servi
 Apply now and work remotely at Omni Network",70000,120000,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Senior Golang Engineer",,"Senior Golang Engineer","Flexible","2024-10-02T18:55:09+00:00","Omni Network","https://remoteok.com/omni-network",,"http://schema.org/False","remote-senior-golang-engineer-omni-network-833714","/remote-jobs/remote-senior-golang-engineer-omni-network-833714","Omni Network","833714","Omni Network Senior Golang Engineer","[""Design"",""Crypto"",""Ethereum"",""System"",""Software"",""Growth"",""Code"",""Cloud"",""Node"",""Senior"",""Golang"",""Engineer"",""Engineering"",""Backend""]","[""Design"",""Crypto"",""Ethereum"",""System"",""Software"",""Growth"",""Code"",""Cloud"",""Node"",""Senior"",""Golang"",""Engineer"",""Engineering"",""Backend""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833714"
"2024-07-04T18:55:04+00:00","About p0x labs
p0x labs, a group developing technologies behind projects including Manta Network, delivers privacy for web3 applications and decentralized assets through use of zero-knowledge proofs. The project is built in accordance with first principles, by applying cutting-edge cryptographic constructions such as zkSNARKs to design and deploy protocols with high performance and strong privacy/security guarantees. 

Manta Network is supported by leading investors including Polychain and Binance Labs. The founding team has extensive experience in the blockchain space and come from educational institutions including Harvard and MIT, and leading web3 projects such as Algorand. If you are excited about building privacy-preserving solutions using zero-knowledge proofs, building blockchain applications, or learning about Polkadot ecosystems, then we want to hear from you.


Requirements



Strong background in Math/Cryptography (e.g., degrees in Math/Physics/Computer Science f
 Apply now and work remotely at Manta Network",70000,105000,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Cryptography Engineer",,"Cryptography Engineer","Flexible","2024-10-02T18:55:04+00:00","Manta Network","https://remoteok.com/manta-network",,"http://schema.org/False","remote-cryptography-engineer-manta-network-833707","/remote-jobs/remote-cryptography-engineer-manta-network-833707","Manta Network","833707","Manta Network Cryptography Engineer","[""Design"",""Web3"",""Security"",""Code"",""Edu"",""Engineer"",""Educational""]","[""Design"",""Web3"",""Security"",""Code"",""Edu"",""Engineer"",""Educational""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833707"
"2024-07-04T18:12:08+00:00","
About Veem
Veem empowers small and medium businesses who spend too much time and money dealing with inefficient financial payment systems. Our transparent, relationship-based payments model makes it easy to build trust with your vendors, contractors and customers by providing a quick and seamless payable and receivable process. We make the process even easier for these clients by supporting integration with all major accounting software including QuickBooks, Netsuite, and Xero. Backed by top investors such as Truist Ventures, Google Ventures, Goldman Sachs, Kleiner Perkins and a global syndicate of tech-forward banks based in the US, Japan, China, Australia, and the Middle East, Veem is a fast-growing financial technology company that is changing the way companies pay and get paid.

Responsibilities


The Engineering team’s objective is to deliver capabilities that are foundational for our business.

Work closely with our agile team of FE, BE, and QA engineers, as well 
 Apply now and work remotely at Veem",62500,102500,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Senior Backend Engineer",,"Senior Backend Engineer","Flexible","2024-10-02T18:12:08+00:00","Veem","https://remoteok.com/veem",,"http://schema.org/False","remote-senior-backend-engineer-veem-833710","/remote-jobs/remote-senior-backend-engineer-veem-833710","Veem","833710","Veem Senior Backend Engineer","[""Design"",""Technical"",""Software"",""Code"",""Web"",""Accounting"",""Quality Assurance"",""Financial"",""NoSQL"",""Senior"",""Junior"",""Engineer"",""Engineering"",""Backend""]","[""Design"",""Technical"",""Software"",""Code"",""Web"",""Accounting"",""Quality Assurance"",""Financial"",""NoSQL"",""Senior"",""Junior"",""Engineer"",""Engineering"",""Backend""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833710"
"2024-07-04T16:00:24+00:00","
The data science community is diverse in skill sets, objectives, and preferences for tools and workflows. Through our innovative visualization tools and software, we enable the creation, analysis and sharing of data-driven insights across the globe.

As a member of Plotly’s Customer Success &amp; Support team, you will be part of a dedicated group&nbsp; helping customers unlock the full potential of Dash and Dash Enterprise. Our Customer Success team focuses on building trust and confidence in our products and services, ensuring the customers have a seamless experience from onboarding to ongoing support.&nbsp;

&nbsp;


&nbsp;

We're looking for a&nbsp; Customer Success Engineer, Infrastructure who will be responsible for helping our enterprise customers install, optimize, and use our commercial enterprise product offerings. There is a high focus on installation and infrastructure based issues. This will involve debugging over phone and video calls, analyzing log files, cr
 Apply now and work remotely at Plotly",57500,102500,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Customer Success Engineeer Infrastructure","https://remoteok.com/assets/img/jobs/ffb7e669fa1d22cdc261fd488bf3eef81720108824.png","Customer Success Engineeer Infrastructure","Flexible","2024-10-02T16:00:24+00:00","Plotly","https://remoteok.com/plotly","https://remoteok.com/assets/img/jobs/ffb7e669fa1d22cdc261fd488bf3eef81720108824.png","http://schema.org/False","remote-customer-success-engineeer-infrastructure-plotly-832684","/remote-jobs/remote-customer-success-engineeer-infrastructure-plotly-832684","Plotly","832684","Plotly Customer Success Engineeer Infrastructure","[""Technical"",""Support"",""Software"",""UI"",""Code"",""Web"",""Video"",""Cloud"",""Health"",""Engineering"",""Linux"",""Full-Time""]","[""Technical"",""Support"",""Software"",""UI"",""Code"",""Web"",""Video"",""Cloud"",""Health"",""Engineering"",""Linux"",""Full-Time""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/832684"
"2024-07-04T18:12:08+00:00","
About Veem
Veem empowers small and medium businesses who spend too much time and money dealing with inefficient financial payment systems. Our transparent, relationship-based payments model makes it easy to build trust with your vendors, contractors and customers by providing a quick and seamless payable and receivable process. We make the process even easier for these clients by supporting integration with all major accounting software including QuickBooks, Netsuite, and Xero. Backed by top investors such as Truist Ventures, Google Ventures, Goldman Sachs, Kleiner Perkins and a global syndicate of tech-forward banks based in the US, Japan, China, Australia, and the Middle East, Veem is a fast-growing financial technology company that is changing the way companies pay and get paid.

Responsibilities


The Engineering team’s objective is to deliver capabilities that are foundational for our business.

Work closely with our agile team of FE, BE, and QA engineers, as well 
 Apply now and work remotely at Veem",62500,102500,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Senior Backend Engineer",,"Senior Backend Engineer","Flexible","2024-10-02T18:12:08+00:00","Veem","https://remoteok.com/veem",,"http://schema.org/False","remote-senior-backend-engineer-veem-833710","/remote-jobs/remote-senior-backend-engineer-veem-833710","Veem","833710","Veem Senior Backend Engineer","[""Design"",""Technical"",""Software"",""Code"",""Web"",""Accounting"",""Quality Assurance"",""Financial"",""NoSQL"",""Senior"",""Junior"",""Engineer"",""Engineering"",""Backend""]","[""Design"",""Technical"",""Software"",""Code"",""Web"",""Accounting"",""Quality Assurance"",""Financial"",""NoSQL"",""Senior"",""Junior"",""Engineer"",""Engineering"",""Backend""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/833710"
"2024-07-04T16:00:24+00:00","
The data science community is diverse in skill sets, objectives, and preferences for tools and workflows. Through our innovative visualization tools and software, we enable the creation, analysis and sharing of data-driven insights across the globe.

As a member of Plotly’s Customer Success &amp; Support team, you will be part of a dedicated group&nbsp; helping customers unlock the full potential of Dash and Dash Enterprise. Our Customer Success team focuses on building trust and confidence in our products and services, ensuring the customers have a seamless experience from onboarding to ongoing support.&nbsp;

&nbsp;


&nbsp;

We're looking for a&nbsp; Customer Success Engineer, Infrastructure who will be responsible for helping our enterprise customers install, optimize, and use our commercial enterprise product offerings. There is a high focus on installation and infrastructure based issues. This will involve debugging over phone and video calls, analyzing log files, cr
 Apply now and work remotely at Plotly",57500,102500,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Customer Success Engineeer Infrastructure","https://remoteok.com/assets/img/jobs/ffb7e669fa1d22cdc261fd488bf3eef81720108824.png","Customer Success Engineeer Infrastructure","Flexible","2024-10-02T16:00:24+00:00","Plotly","https://remoteok.com/plotly","https://remoteok.com/assets/img/jobs/ffb7e669fa1d22cdc261fd488bf3eef81720108824.png","http://schema.org/False","remote-customer-success-engineeer-infrastructure-plotly-832684","/remote-jobs/remote-customer-success-engineeer-infrastructure-plotly-832684","Plotly","832684","Plotly Customer Success Engineeer Infrastructure","[""Technical"",""Support"",""Software"",""UI"",""Code"",""Web"",""Video"",""Cloud"",""Health"",""Engineering"",""Linux"",""Full-Time""]","[""Technical"",""Support"",""Software"",""UI"",""Code"",""Web"",""Video"",""Cloud"",""Health"",""Engineering"",""Linux"",""Full-Time""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/832684"
"2024-07-04T15:15:02+00:00","Remote - What’s so great about working on Calendly’s Engineering team? We make things possible for our customers through innovation.Why do we need you? Well, we are looking for a Senior Platform Engineer who will bring hands-on subject-matter expertise with Go and the ...
 Apply now and work remotely at Calendly",65000,120000,"FULL_TIME","Startups","TELECOMMUTE","Anywhere","Senior Platform Engineer",,"Senior Platform Engineer","Flexible","2024-10-02T15:15:02+00:00","Calendly","https://remoteok.com/calendly",,"http://schema.org/False","remote-senior-platform-engineer-calendly-832625","/remote-jobs/remote-senior-platform-engineer-calendly-832625","Calendly","832625","Calendly Senior Platform Engineer","[""Golang"",""Senior"",""Go"",""Engineer"",""Engineering""]","[""Golang"",""Senior"",""Go"",""Engineer"",""Engineering""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/832625"
"2024-07-04T05:00:35+00:00","
Position Summary


The Strategic Supply Chain Manager is responsible for creating and executing Antora Energy’s sourcing strategy to innovate and define the path to deliver the lowest cost of stored energy by 2024. Antora Energy is electrifying heavy industry with zero-carbon heat and power. We make it possible and profitable to fully rely on renewable energy for industrial processes. We are in the process of building our first commercial scale systems.

The Strategic Supply Chain Manager is a full-time, site-based position.




Roles &amp; Responsibilities


Identify strategic suppliers for pilot and commercial energy storage systems based on quality, supply capacity and cost.

Negotiate supply agreements and Bill Of Materials (BOM) cost.

Manage supplier relationships, forecasts, and on-time deliveries.

Collaborate with Engineering, Finance and Legal to create, execute and evolve the sourcing strategy.

Maintain executive relationships with suppliers, le
 Apply now and work remotely at Antora Energy",47500,72500,"FULL_TIME","Startups","TELECOMMUTE","United States","Strategic Supply Chain Manager","https://remoteok.com/assets/img/jobs/d3608a6b7220c397b692c27f4fc48a1b1720069235.png","Strategic Supply Chain Manager","Flexible","2024-10-02T05:00:35+00:00","Antora Energy","https://remoteok.com/antora-energy","https://remoteok.com/assets/img/jobs/d3608a6b7220c397b692c27f4fc48a1b1720069235.png","http://schema.org/False","remote-strategic-supply-chain-manager-antora-energy-831974","/remote-jobs/remote-strategic-supply-chain-manager-antora-energy-831974","Antora Energy","831974","Antora Energy Strategic Supply Chain Manager","[""Manager"",""Code"",""Financial"",""Finance"",""Strategy"",""Management"",""Lead"",""Legal"",""Health"",""Engineering"",""Executive"",""Non Tech""]","[""Manager"",""Code"",""Financial"",""Finance"",""Strategy"",""Management"",""Lead"",""Legal"",""Health"",""Engineering"",""Executive"",""Non Tech""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/831974"
"2024-07-04T05:00:28+00:00","
Senior Integration Engineer, Boulder, CO OR Remote within U.S. for well qualified candidates&nbsp;

&nbsp;

About Ascend&nbsp;

Ascend Analytics’ climate technology software and services provide critical insights to power the energy transition. The company’s products enhance critical power supply decisions from short-term operating strategies to long-term investment and resource planning. Ascend’s solutions serve as the core analytic infrastructure for electric utilities, independent power producers, electric retailers, and financiers of energy infrastructure. To learn more about Ascend, please visit us at www.ascendanalytics.com.&nbsp;&nbsp;&nbsp;

&nbsp;

Your Impact at Ascend Analytics&nbsp;

We are seeking a n Senior Integration Engineer with a strong background in third-party integrations to join our SmartBidder team. The SmartBidder team is growing quickly and is directly impacting the clean energy transition by helping Ascend’s clients realize the value of 
 Apply now and work remotely at Ascend Analytics",60000,105000,"FULL_TIME","Startups","TELECOMMUTE","United States","Senior Integration Engineer",,"Senior Integration Engineer","Flexible","2024-10-02T05:00:28+00:00","Ascend Analytics","https://remoteok.com/ascend-analytics",,"http://schema.org/False","remote-senior-integration-engineer-ascend-analytics-831973","/remote-jobs/remote-senior-integration-engineer-ascend-analytics-831973","Ascend Analytics","831973","Ascend Analytics Senior Integration Engineer","[""Design"",""Security"",""Technical"",""Support"",""Software"",""Testing"",""Test"",""Quality Assurance"",""Investment"",""API"",""Microsoft"",""Management"",""Lead"",""Senior"",""Stats"",""Analytics"",""Sales"",""Engineer""]","[""Design"",""Security"",""Technical"",""Support"",""Software"",""Testing"",""Test"",""Quality Assurance"",""Investment"",""API"",""Microsoft"",""Management"",""Lead"",""Senior"",""Stats"",""Analytics"",""Sales"",""Engineer""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/831973"
"2024-07-04T05:00:23+00:00","
IT Support Specialist, Boulder, CO&nbsp;

&nbsp;

About Ascend&nbsp;

Ascend Analytics’ climate technology software and services provide critical insights to power the energy transition.. The company’s products enhance critical power supply decisions from short-term operating strategies to long-term investment and resource planning. Ascend’s solutions serves as the core analytic infrastructure for electric utilities, independent power producers, electric retailers, and financiers of energy infrastructure. To learn more about Ascend, please visit us at www.ascendanalytics.com.&nbsp;&nbsp;&nbsp;

Your Impact at Ascend Analytics&nbsp;

As an IT Support Specialist, you will support Ascend day-to-day operations, both local and remote, including direct support for individual employees and their workstations in Windows and Microsoft Office environments as well as IT help desk issues.&nbsp; &nbsp;We are seeking talented individuals with the flexibility to juggle many tasks at
 Apply now and work remotely at Ascend Analytics",60000,110000,"FULL_TIME","Startups","TELECOMMUTE","United States","IT Support Specialist",,"IT Support Specialist","Flexible","2024-10-02T05:00:23+00:00","Ascend Analytics","https://remoteok.com/ascend-analytics",,"http://schema.org/False","remote-it-support-specialist-ascend-analytics-831972","/remote-jobs/remote-it-support-specialist-ascend-analytics-831972","Ascend Analytics","831972","Ascend Analytics IT Support Specialist","[""System"",""Training"",""Support"",""Software"",""Edu"",""Investment"",""Admin"",""Microsoft"",""Stats"",""Analytics"",""Full-Time""]","[""System"",""Training"",""Support"",""Software"",""Edu"",""Investment"",""Admin"",""Microsoft"",""Stats"",""Analytics"",""Full-Time""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/831972"
"2024-07-04T05:00:16+00:00","Join us&nbsp;on the journey to get to net zero
&nbsp;
At Carbon Direct, we dedicate our scientific, software, and business expertise to empower organizations around the world to take climate action.
&nbsp;
Our Mission
Enable organizations to reduce, remove, and utilize their emissions with carbon science
We are a purpose-driven carbon management firm dedicated to helping organizations around the world reach their climate goals. We make carbon science accessible and actionable with our end-to-end platform.
&nbsp;
Global citizens with global impact
Whether a scientist, developer, or carbon markets expert, we are united by our mission to take climate action now. We are experts in our fields and we act with confidence. Located across 4 countries and 10+ states in the U.S., we offer both remote-friendly work options and dynamic, in-person experiences with offices located in Seattle, WA and Oakland, CA.
&nbsp;
Diverse backgrounds bring diverse perspectives
We recognize that teams
 Apply now and work remotely at Carbon Direct",67500,110000,"FULL_TIME","Startups","TELECOMMUTE","United States","Senior Forest Carbon Scientist","https://remoteok.com/assets/img/jobs/bd71675d188352531db0bda889a5f3371720069217.png","Senior Forest Carbon Scientist","Flexible","2024-10-02T05:00:16+00:00","Carbon Direct","https://remoteok.com/carbon-direct","https://remoteok.com/assets/img/jobs/bd71675d188352531db0bda889a5f3371720069217.png","http://schema.org/False","remote-senior-forest-carbon-scientist-carbon-direct-831971","/remote-jobs/remote-senior-forest-carbon-scientist-carbon-direct-831971","Carbon Direct","831971","Carbon Direct Senior Forest Carbon Scientist","[""Design"",""Technical"",""Accounting"",""Strategy"",""Management"",""Senior""]","[""Design"",""Technical"",""Accounting"",""Strategy"",""Management"",""Senior""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/831971"
"2024-07-04T05:00:10+00:00","
Energy Optimization Engineer, Boulder, CO, or Remote within the U.S.&nbsp;

&nbsp;

About Ascend&nbsp;

Ascend Analytics’ climate technology software and services provide critical insights to power the energy transition. The company’s products enhance critical power supply decisions from short-term operating strategies to long-term investment and resource planning. Ascend’s solutions serve as the core analytic infrastructure for electric utilities, independent power producers, electric retailers, and financiers of energy infrastructure. To learn more about Ascend, please visit us at www.ascendanalytics.com.&nbsp;&nbsp;&nbsp;

Your Impact at Ascend Analytics&nbsp;

We are looking for a Energy Optimization Engineer with a strong commitment to energy system modeling to join our team in Boulder, CO (remote work possible from other locations). You make cross-functional contributions to energy optimization, and will be responsible for advancing software solutions and anal
 Apply now and work remotely at Ascend Analytics",60000,105000,"FULL_TIME","Startups","TELECOMMUTE","United States","Energy Optimization Engineer",,"Energy Optimization Engineer","Flexible","2024-10-02T05:00:10+00:00","Ascend Analytics","https://remoteok.com/ascend-analytics",,"http://schema.org/False","remote-energy-optimization-engineer-ascend-analytics-831970","/remote-jobs/remote-energy-optimization-engineer-ascend-analytics-831970","Ascend Analytics","831970","Ascend Analytics Energy Optimization Engineer","[""System"",""Support"",""Software"",""Investment"",""Operations"",""Stats"",""Analytics"",""Engineer""]","[""System"",""Support"",""Software"",""Investment"",""Operations"",""Stats"",""Analytics"",""Engineer""]","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/831970"
