"datePosted","validThrough","data_id","title","data_slug","data_url","data_search","jobLocation","directApply","baseSalary","employmentType","industry","jobLocationType","applicantLocationRequirements","occupationalCategory","workHours","hiringOrganization","description","jobBenefits","applyLink","tags","skills"
"2024-06-29T17:00:01+00:00","2024-09-27T17:00:01+00:00","824207","Senior Product Analyst Supply Chain & Logistics","remote-senior-product-analyst-supply-chain-logistics-alto-pharmacy-824207","/remote-jobs/remote-senior-product-analyst-supply-chain-logistics-alto-pharmacy-824207","Alto Pharmacy Senior Product Analyst Supply Chain & Logistics","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":67500,""maxValue"":110000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Senior Product Analyst Supply Chain & Logistics","Flexible","{""@type"":""Organization"",""name"":""Alto Pharmacy"",""url"":""https://remoteok.com/alto-pharmacy"",""sameAs"":""https://remoteok.com/alto-pharmacy"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/ba34e914d6cfdb4bbe8d4c30234458121719680403.png""}}","
To achieve our vision, we continue to invest in our Data Science &amp; Analytics team to make a difference to our patients and providers. The Analytics team supports our Product, Growth, Marketing, Care, Supply Chain, and Operations teams with insights on better product development and execution to have maximum impact. Product Analysts are responsible for using detailed analyses to guide product strategy and for enabling teams across Alto to answer key business questions. You will work closely with our Product and Operations teams to support and drive high-quality, data-driven decisions.

Accelerate Your Career as You

Perform in-depth analysis on our pharmacy, patient-facing, and provider-facing products to drive key product decisions


Partner with our Product and Engineering teams to automate operational processes

Optimize driver planning by building operation models

Provide insights on driver hiring strategy, performance, and retention





Design &amp;
 Apply now and work remotely at Alto Pharmacy","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/824207","[""Analyst"",""Design"",""Technical"",""Support"",""Software"",""Growth"",""Strategy"",""Management"",""Senior"",""Operations"",""Operational"",""Analytics"",""Engineering""]","[""Analyst"",""Design"",""Technical"",""Support"",""Software"",""Growth"",""Strategy"",""Management"",""Senior"",""Operations"",""Operational"",""Analytics"",""Engineering""]"
"2024-06-29T16:00:03+00:00","2024-09-27T16:00:03+00:00","824146","Senior Engineering Manager","remote-senior-engineering-manager-baubap-824146","/remote-jobs/remote-senior-engineering-manager-baubap-824146","Baubap Senior Engineering Manager","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""Mexico"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":65000,""maxValue"":120000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""Mexico""}]","Senior Engineering Manager","Flexible","{""@type"":""Organization"",""name"":""Baubap"",""url"":""https://remoteok.com/baubap"",""sameAs"":""https://remoteok.com/baubap"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/deabe1e3fe2348de0bdde69fcb2740af1719676804.png""}}","
About Baubap
We are a fast-growing, Mexican fintech startup with the mission to become the bridge to people’s financial freedom through technology.
We are providing microloans to people in financial need through a fast and efficient process, always treating them with the respect and dignity they deserve.
Our long-term vision is be the most inclusive digital bank in LATAM with more than 2.5 million clients.


We require that the candidate is fluent in Spanish and currently resides in the LATAM region,&nbsp;as it's important be willing to work under the Mexican Central Time Zone.

&nbsp;About you

🚀 The mission of the Senior Engineering Manager is to ensure the efficient and effective functioning of the Referrals and Microloan engineering teams. This includes guiding engineers towards connecting engineering and product, fostering a culture of continuous improvement, and ensuring alignment between Product and Engineering goals.

What you will be accomplishing as a Seni
 Apply now and work remotely at Baubap","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/824146","[""Manager"",""System"",""Technical"",""Support"",""Software"",""Financial"",""Fintech"",""Bank"",""Senior"",""Engineering""]","[""Manager"",""System"",""Technical"",""Support"",""Software"",""Financial"",""Fintech"",""Bank"",""Senior"",""Engineering""]"
"2024-06-29T15:00:03+00:00","2024-09-27T15:00:03+00:00","824075","Director of Pricing","remote-director-of-pricing-yipitdata-primary-824075","/remote-jobs/remote-director-of-pricing-yipitdata-primary-824075","YipitData (Primary) Director of Pricing","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":55000,""maxValue"":95000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Director of Pricing","Flexible","{""@type"":""Organization"",""name"":""YipitData (Primary)"",""url"":""https://remoteok.com/yipitdata-primary"",""sameAs"":""https://remoteok.com/yipitdata-primary""}","


About Us:

YipitData is the leading market research and analytics firm for the disruptive economy and recently raised up to $475M from The Carlyle Group at a valuation over $1B.

We analyze billions of alternative data points every day to provide accurate, detailed insights on ridesharing, e-commerce marketplaces, payments, and more. Our on-demand insights team uses proprietary technology to identify, license, clean, and analyze the data many of the world’s largest investment funds and corporations depend on.

For three years and counting, we have been recognized as one of Inc’s Best Workplaces. We are a fast-growing technology company backed by The Carlyle Group and Norwest Venture Partners. Our offices are located in NYC, Austin, Miami, Denver, Mountain View, Seattle, Hong Kong, Shanghai, Beijing, Guangzhou, and Singapore. We cultivate a people-centric culture focused on mastery, ownership, and transparency.

About The Role:

We are looking to add an experienced P
 Apply now and work remotely at YipitData (Primary)","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/824075","[""Director"",""Growth"",""Investment"",""Finance"",""Senior"",""Analytics"",""Go"",""Executive"",""E-Commerce""]","[""Director"",""Growth"",""Investment"",""Finance"",""Senior"",""Analytics"",""Go"",""Executive"",""E-Commerce""]"
"2024-06-29T13:00:04+00:00","2024-09-27T13:00:04+00:00","823916","Principal Backend Engineer Yahoo Mail","remote-principal-backend-engineer-yahoo-mail-102-yahoo-inc-823916","/remote-jobs/remote-principal-backend-engineer-yahoo-mail-102-yahoo-inc-823916","102 Yahoo Inc. Principal Backend Engineer Yahoo Mail","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":70000,""maxValue"":105000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Principal Backend Engineer Yahoo Mail","Flexible","{""@type"":""Organization"",""name"":""102 Yahoo Inc."",""url"":""https://remoteok.com/102-yahoo-inc"",""sameAs"":""https://remoteok.com/102-yahoo-inc""}","Yahoo Mail is the ultimate consumer inbox with hundreds of millions of users. It’s the best way to access your email and stay organized from a computer, phone or tablet. With its beautiful design and lightning fast speed, Yahoo Mail makes reading, organizing, and sending emails easier than ever. A little About Us Growth client engineering team primarily focuses on creative ways to drive user growth, retention, engagement and activation. This team innovates, experiments and builds seamless user experiences of the next generation across Android, iOS and Web platforms for Yahoo Mail users. Yahoo Mail continues to be one of the largest and most recognizable email services in the world. Delivering over 4.5B emails daily, and with consistently top-rated mobile apps, Yahoo Mail is a critical pillar in the company’s long-term growth strategy. You will join a team of engineers who strive to create a compelling and cohesive experience for user growth on the Mail product. A lot About You You 
 Apply now and work remotely at 102 Yahoo Inc.","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823916","[""Design"",""iOS"",""Gaming"",""Full-Stack"",""Software"",""Growth"",""Code"",""Web"",""Travel"",""Scrum"",""Finance"",""Ruby"",""Mobile"",""Lead"",""Content"",""Engineer"",""Engineering"",""Backend""]","[""Design"",""iOS"",""Gaming"",""Full-Stack"",""Software"",""Growth"",""Code"",""Web"",""Travel"",""Scrum"",""Finance"",""Ruby"",""Mobile"",""Lead"",""Content"",""Engineer"",""Engineering"",""Backend""]"
"2024-06-29T12:00:03+00:00","2024-09-27T12:00:03+00:00","823844","Senior Product Manager Integrations CODE","remote-senior-product-manager-integrations-code-wellhub-823844","/remote-jobs/remote-senior-product-manager-integrations-code-wellhub-823844","Wellhub Senior Product Manager Integrations CODE","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""Brazil"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":62500,""maxValue"":110000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""Brazil""}]","Senior Product Manager Integrations CODE","Flexible","{""@type"":""Organization"",""name"":""Wellhub"",""url"":""https://remoteok.com/wellhub"",""sameAs"":""https://remoteok.com/wellhub"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/58b4cf9ea9aa858feb388a223bd1249a1719662404.png""}}","
Apply now for a career that puts wellbeing first!

GET TO KNOW US

Wellhub (formerly Gympass) is a corporate wellness platform that connects employees to the best partners for fitness, mindfulness, therapy, nutrition, and sleep, all included in one subscription designed to cost less than each individual partner. Founded in 2012 and headquartered in NYC, we have a growing global team in 11 countries. At Wellhub, you have the opportunity to build a career in a high-growth tech company that places wellbeing at the foundation of its culture, and contribute to making every company a wellness company.&nbsp;

Big news: Gympass is now Wellhub!&nbsp;
We are thrilled to announce our rebranding as Wellhub, marking a significant milestone in our journey. This transformation reflects our evolution from a “pass for gyms” to a comprehensive employee wellbeing solution. With our refreshed identity, we are poised to embark on an exciting new chapter of growth and expansion. We are elevat
 Apply now and work remotely at Wellhub","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823844","[""Code"",""Manager"",""System"",""Growth"",""Management"",""Content"",""Senior"",""Marketing"",""Go"",""Health""]","[""Code"",""Manager"",""System"",""Growth"",""Management"",""Content"",""Senior"",""Marketing"",""Go"",""Health""]"
"2024-06-29T11:00:41+00:00","2024-09-27T11:00:41+00:00","823783","Business Development Representative","remote-business-development-representative-civitas-learning-823783","/remote-jobs/remote-business-development-representative-civitas-learning-823783","Civitas Learning Business Development Representative","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":60000,""maxValue"":100000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Business Development Representative","Flexible","{""@type"":""Organization"",""name"":""Civitas Learning"",""url"":""https://remoteok.com/civitas-learning"",""sameAs"":""https://remoteok.com/civitas-learning""}","
At Civitas Learning, we believe in building true partnerships and working hand-in-hand with higher education institutions that are deeply committed to improving student success. Our Business Development Directors share pipeline development responsibilities by initiating conversations with decision-makers, developing a baseline understanding of challenges encountered by leadership at institutions, and creating excitement around the vision of using cutting-edge data science to enhance decision making and improve workflow. 



What you will do as a Business Development Representative Director:


This is a strategic Business Development role designed to help generate a pipeline. Team members work with significant autonomy on identifying, progressing, and delivering high-value opportunities with C-suite Higher Ed professionals for Regional Vice Presidents to execute to close.

Source new sales opportunities within an assigned set of accounts in close collaboration with Region
 Apply now and work remotely at Civitas Learning","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823783","[""SaaS"",""Edu"",""Strategy"",""Marketing"",""Sales""]","[""SaaS"",""Edu"",""Strategy"",""Marketing"",""Sales""]"
"2024-06-29T11:00:02+00:00","2024-09-27T11:00:02+00:00","823781","Senior Manager SDET","remote-senior-manager-sdet-beyond-finance-823781","/remote-jobs/remote-senior-manager-sdet-beyond-finance-823781","Beyond Finance Senior Manager SDET","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":62500,""maxValue"":105000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Senior Manager SDET","Flexible","{""@type"":""Organization"",""name"":""Beyond Finance"",""url"":""https://remoteok.com/beyond-finance"",""sameAs"":""https://remoteok.com/beyond-finance"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/2e1ea55c5b2c09bf00dc80e81b4556a51719658803.png""}}","
Job Title: Senior Manager, SDET

Location: 7322 Southwest Freeway, Suite 1200, Houston, TX 77074

Job Description: Test and verify the quality and reliability of software to support Beyond Finance’s internal applications and consumer-facing web applications, as well as the implementation of modern agile best practices and fully automated CI/CD pipelines. Focus on advancing the overall SDET team, tools, and processes. Lead system and testing improvement efforts and work closely with Software Engineers to deliver new functionality. Utilize Ruby on Rails, RSpec, and Capybara to develop test framework for writing automation tests. Lead automation effort across multiple teams, including mobile automation support using Selenium, Appium, and Continuous Integration (such as Jenkins) to find and close requirements gaps and create test plans in collaboration with Product Management. Investigate and resolve complex bugs in unfamiliar code and identify and propose solutions to process inef
 Apply now and work remotely at Beyond Finance","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823781","[""Manager"",""Design"",""System"",""Support"",""Software"",""Testing"",""Test"",""Code"",""Web"",""Telecommuting"",""Finance"",""Fintech"",""Ruby"",""Mobile"",""Lead"",""Senior"",""Reliability"",""Engineer"",""Engineering""]","[""Manager"",""Design"",""System"",""Support"",""Software"",""Testing"",""Test"",""Code"",""Web"",""Telecommuting"",""Finance"",""Fintech"",""Ruby"",""Mobile"",""Lead"",""Senior"",""Reliability"",""Engineer"",""Engineering""]"
"2024-06-29T09:00:09+00:00","2024-09-27T09:00:09+00:00","823660","Senior Manager Accounts & Finance","remote-senior-manager-accounts-finance-plivo-823660","/remote-jobs/remote-senior-manager-accounts-finance-plivo-823660","Plivo Senior Manager Accounts & Finance","{""address"":{""@type"":""PostalAddress"",""addressCountry"":""Anywhere"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":62500,""maxValue"":105000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","{""@type"":""Country"",""name"":""Anywhere""}","Senior Manager Accounts & Finance","Flexible","{""@type"":""Organization"",""name"":""Plivo"",""url"":""https://remoteok.com/plivo"",""sameAs"":""https://remoteok.com/plivo"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/09f255621f0500c4b4351097611b86f21719651609.png""}}","
Plivo is a cloud communications platform that empowers businesses to connect, engage and interact with their customers with confidence.&nbsp;


Plivo’s mission is to simplify business communications. Thousands of businesses around the globe, including IBM, Workday, Wolters Kluver, Zomato, Yahoo, and Splunk, rely on Plivo to power their voice and SMS communications on a global scale. Plivo has become a reliable communications platform with its Premium Communications Network that spans 190+ countries.&nbsp;


Founded in 2011, Plivo has over 300 employees remotely across the US, India, and Europe. Plivo was a part of YCombinator and is backed by prominent investors, including Andreessen Horowitz and Battery Ventures.&nbsp;


Plivo has been profitable for the past 7+ years, an unusual milestone for companies of this scale. Plivo’s success has landed it among the leading global CPaaS (Communications Platform as a Service) companies and at the cutting edge of the CPaaS sector,
 Apply now and work remotely at Plivo","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823660","[""Manager"",""SaaS"",""System"",""Support"",""Voice"",""Accounting"",""Financial"",""Finance"",""Fintech"",""Cloud"",""Senior"",""Healthcare""]","[""Manager"",""SaaS"",""System"",""Support"",""Voice"",""Accounting"",""Financial"",""Finance"",""Fintech"",""Cloud"",""Senior"",""Healthcare""]"
"2024-06-29T07:00:50+00:00","2024-09-27T07:00:50+00:00","823525","Senior Clinical Data Manager","remote-senior-clinical-data-manager-dianthus-therapeutics-823525","/remote-jobs/remote-senior-clinical-data-manager-dianthus-therapeutics-823525","Dianthus Therapeutics Senior Clinical Data Manager","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":65000,""maxValue"":120000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Senior Clinical Data Manager","Flexible","{""@type"":""Organization"",""name"":""Dianthus Therapeutics"",""url"":""https://remoteok.com/dianthus-therapeutics"",""sameAs"":""https://remoteok.com/dianthus-therapeutics"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/2053ec412d1843938d155111e62cff0c1719644450.jpg""}}","
About Us
Dianthus Therapeutics is a publicly traded, clinical-stage biotechnology company dedicated to designing and delivering novel, best-in-class monoclonal antibodies with improved selectivity and potency. Based in New York City and Waltham, Mass., Dianthus is comprised of an experienced team of biotech and pharma executives who are leading the development of next-generation antibody complement therapeutics, aiming to deliver transformative medicines for people living with severe autoimmune and inflammatory diseases. To learn more, please visit&nbsp;www.dianthustx.com&nbsp;and follow us on&nbsp;LinkedIn.


About the Role

As the Senior Clinical Data Manager, you will have play a critical role within the team.

Reporting to the Director, Data Management, you will be responsible for overseeing all clinical data management and related deliverables from start-up through close out of various clinical trials. This individual will independently support assigned active programs t
 Apply now and work remotely at Dianthus Therapeutics","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823525","[""Manager"",""Support"",""Management"",""Senior"",""Biotech""]","[""Manager"",""Support"",""Management"",""Senior"",""Biotech""]"
"2024-06-29T07:00:44+00:00","2024-09-27T07:00:44+00:00","823524","Head of Quality","remote-head-of-quality-roivant-sciences-823524","/remote-jobs/remote-head-of-quality-roivant-sciences-823524","Roivant Sciences Head of Quality","[{""address"":{""lastArrayI"":""1"",""count"":1,""@type"":""PostalAddress"",""addressCountry"":""United States"",""addressRegion"":""Anywhere"",""streetAddress"":""Anywhere"",""postalCode"":""Anywhere"",""addressLocality"":""Anywhere""}}]","http://schema.org/False","{""@type"":""MonetaryAmount"",""currency"":""USD"",""value"":{""@type"":""QuantitativeValue"",""minValue"":67500,""maxValue"":110000,""unitText"":""YEAR""}}","FULL_TIME","Startups","TELECOMMUTE","[{""lastArrayI"":""1"",""count"":1,""@type"":""Country"",""name"":""United States""}]","Head of Quality","Flexible","{""@type"":""Organization"",""name"":""Roivant Sciences"",""url"":""https://remoteok.com/roivant-sciences"",""sameAs"":""https://remoteok.com/roivant-sciences"",""logo"":{""@type"":""ImageObject"",""url"":""https://remoteok.com/assets/img/jobs/54b14661180f91538077988ccb6096021719644444.png""}}","
Roivant’s mission is to systematically reduce the time, cost, and risk of delivering new medicines to market by accelerating the development of promising drug candidates to improve the lives of patients and their families. Since its inception in 2014, Roivant has achieved the following critical milestones in support of its vision: built over 20 portfolio companies (Vants); 5 successful IPOs; 10 consecutive positive phase 3 trials; 6 FDA approvals; &gt;10$B in global pharma partnerships and proceeds; expanding pipeline of assets across various modalities and therapeutic areas; successful commercial launch of VTAMA®, (tapinarof) cream, 1%, for the topical treatment of plaque psoriasis in adults.&nbsp;&nbsp;Building upon this track record of establishing a robust pipeline through in-licensing and acquisition of novel assets and technology platforms, Roivant is currently building new capabilities in drug discovery and expanding upon existing development disciplines to become the leadi
 Apply now and work remotely at Roivant Sciences","💰 401(k)
🌎 Distributed team
⏰ Async
🤓 Vision insurance
🦷 Dental insurance
🚑 Medical insurance
🏖 Unlimited vacation
🏖 Paid time off
📆 4 day workweek
💰 401k matching
🏔 Company retreats
🏬 Coworking budget
📚 Learning budget
💪 Free gym membership
🧘 Mental wellness budget
🖥 Home office budget
🥧 Pay in crypto
🥸 Pseudonymous
💰 Profit sharing
💰 Equity compensation
⬜️ No whiteboard interview
👀 No monitoring system
🚫 No politics at work
🎅 We hire old (and young)","/l/823524","[""Design"",""System"",""Technical"",""Support"",""Strategy"",""Management"",""Senior"",""Health""]","[""Design"",""System"",""Technical"",""Support"",""Strategy"",""Management"",""Senior"",""Health""]"
